type,ref,date,title,summary,lead_member,lead_members_party,department,MNIS_id,gender,constituency
Westminster Hall debates,684 cc447-466WH,2020-11-25,Levelling-up Agenda: Tees Valley,Motion that this House has considered the Government's levelling up agenda and Tees Valley. Motion lapsed and sitting adjourned without Question put.,"Cunningham, Alex",Labour Party,"Ministry of Housing, Communities and Local Government",4122,M,Stockton North
Westminster Hall debates,684 cc439-447WH,2020-11-25,Parole Board: Maintaining Public Safety,Motion that this House has considered the effectiveness and transparency of the Parole Board in maintaining public safety. Agreed to on question. Sitting suspended.,"Costa, Alberto",Conservative Party,Ministry of Justice,4439,M,South Leicestershire
Westminster Hall debates,684 cc415-439WH,2020-11-25,Football Governance,Motion that this House has considered the future of football governance. Agreed to on question. Sitting suspended.,"Efford, Clive",Labour Party,"Department for Digital, Culture, Media and Sport",165,M,Eltham
Westminster Hall debates,684 cc381-407WH,2020-11-25,North of England: Infrastructure Spending,Motion that this House has considered infrastructure spending in the North of England. Agreed to on question. Sitting suspended.,"Moore, Damien",Conservative Party,Treasury,4669,M,Southport
Westminster Hall debates,684 cc360-7WH,2020-11-24,Covid-19: Acquired Brain Injury,Motion that this House has considered acquired brain injury and covid-19. Agreed to on question.,"Bryant, Chris",Labour Party,Department of Health and Social Care,1446,M,Rhondda
Westminster Hall debates,684 cc367-380WH,2020-11-24,5G Network,Motion that this House has considered business and economic opportunities after Huawei’s exclusion from the 5G network. Agreed to on question. Sitting adjourned without Question put.,"Cairns, Alun",Conservative Party,"Department for Digital, Culture, Media and Sport",4086,M,Vale of Glamorgan
Westminster Hall debates,684 cc334-360WH,2020-11-24,Covid-19: Funding for Local Authorities,Motion that this House has considered the adequacy of funding for local authorities during the covid-19 outbreak. Motion lapsed.,"Ali, Rushanara",Labour Party,"Ministry of Housing, Communities and Local Government",4138,F,Bethnal Green and Bow
Westminster Hall debates,684 cc326-334WH,2020-11-24,Pectus Deformity Treatment: NHS Funding,Motion that this House has considered NHS funding for treatment of pectus deformity. Agreed to on question.,"Clarke, Simon",Conservative Party,Department of Health and Social Care,4655,M,Middlesbrough South and East Cleveland
Westminster Hall debates,684 cc314-218WH,2020-11-18,Moorland Burning,Motion that this House has considered the matter of moorland burning. Motion lapsed. Sitting adjourned without Question put.,"Blake, Olivia",Labour Party,"Department for Environment, Food and Rural Affairs",4864,F,"Sheffield, Hallam"
Westminster Hall debates,684 cc164-191WH,2020-11-18,Aviation Industry,Motion that this House has considered the future of the aviation industry. Motion lapsed.,"Grayling, Chris",Conservative Party,Department for Transport,1413,M,Epsom and Ewell
Westminster Hall debates,684 cc191-314WH,2020-11-18,Asylum Seekers and Permission to Work,Motion that this House has considered asylum seekers and permission to work. Agreed to on question.,"Coyle, Neil",Labour Party,Home Office,4368,M,Bermondsey and Old Southwark
Westminster Hall debates,684 cc154-164WH,2020-11-18,Worker Exploitation: Leicester Textile Industry,Motion that this House has considered the matter of tackling worker exploitation in the textile industry in Leicester. Motion lapsed.,"Kendall, Liz",Labour Party,"Department for Business, Energy and Industrial Strategy",4026,F,Leicester West
Westminster Hall debates,684 cc129-154WH,2020-11-18,Union Learning Fund,Motion that this House has considered the future of the Union Learning Fund. Agreed to on question.,"Greenwood, Lilian",Labour Party,Department for Education,4029,F,Nottingham South
Westminster Hall debates,684 cc113-128WH,2020-11-17,SMEs and the Net Zero Target,Motion that this House has considered support for SMEs and the net zero target. Agreed to on question. Sitting adjourned without Question put.,"Hollinrake, Kevin",Conservative Party,"Department for Business, Energy and Industrial Strategy",4474,M,Thirsk and Malton
Westminster Hall debates,684 cc105-113WH,2020-11-17,Integrated Rail Plan and High Speed 2,Motion that this House has considered the integrated rail plan and High Speed 2. Agreed to on question.,"Henry, Darren",Conservative Party,Department for Transport,4794,M,Broxtowe
Westminster Hall debates,684 cc81-105WH,2020-11-17,International Fund for Israeli-Palestinian Peace,Motion that this House has considered UK support for an international fund for Israeli-Palestinian peace. Agreed to on question.,"McKinnell, Catherine",Labour Party,"Foreign, Commonwealth and Development Office",4125,F,Newcastle upon Tyne North
Westminster Hall debates,684 cc265-81WH,2020-11-17,Disabled Access: Leisure Facilities,Motion that this House has considered disabled access at leisure facilities. Agreed to on question.,"Baillie, Siobhan",Conservative Party,"Department for Digital, Culture, Media and Sport",4847,F,Stroud
Westminster Hall debates,683 cc371-381WH,2020-11-11,Pat Finucane,Motion that this House has considered the potential merits of a public inquiry into the death of Pat Finucane. Agreed to on question. Sitting adjourned without Question put.,"Eastwood, Colum",Social Democratic and Labour Party,Northern Ireland Office,4846,M,Foyle
Westminster Hall debates,683 cc364-371WH,2020-11-11,Future of the National Trust,Motion that this House has considered the future of the National Trust. Agreed to on question.,"Murrison, Andrew",Conservative Party,"Department for Digital, Culture, Media and Sport",1466,M,South West Wiltshire
Westminster Hall debates,683 cc410-364WH,2020-11-11,Family Visits in Health and Social Care Settings: Covid-19,Motion that this House has considered family visit access in health and social care settings during the covid-19 outbreak. Motion lapsed.,"Morrissey, Joy",Conservative Party,Department of Health and Social Care,4759,F,Beaconsfield
Westminster Hall debates,683 cc403-410WH,2020-11-11,Supported Accommodation: HMOs,Motion that this House has considered the conversion of family homes to houses in multiple occupation for supported accommodation. Agreed to on question.,"McCabe, Steve",Labour Party,"Ministry of Housing, Communities and Local Government",298,M,"Birmingham, Selly Oak"
Westminster Hall debates,683 cc379-403WH,2020-11-11,North of England: Economic Support,Motion that this House has considered support for the economy in the north of England. Agreed to on question.,"Jarvis, Dan",Labour Party,Treasury,4243,M,Barnsley Central
Westminster Hall debates,683 cc180-21WH,2020-11-04,Protections for Emergency Service Workers,Motion that this House has considered protections for emergency service workers. Motion lapsed. Sitting adjourned without Question put.,"Vickers, Matt",Conservative Party,Home Office,4844,M,Stockton South
Westminster Hall debates,683 cc1622-180WH,2020-11-04,Universal Credit: Effect of Child Element on Separated Parents,Motion that this House has considered the effect of child element of universal credit on separated parents. Agreed to on question.,"Perkins, Toby",Labour Party,Department for Work and Pensions,3952,M,Chesterfield
Westminster Hall debates,683 cc147-1622WH,2020-11-04,Further Education Funding,Motion that this House has considered funding for further education. Motion lapsed.,"Furniss, Gill",Labour Party,Department for Education,4571,F,"Sheffield, Brightside and Hillsborough"
Westminster Hall debates,683 cc1588-147WH,2020-11-04,A14: Junction 10a,Motion that this House has considered Junction 10a of the A14. Agreed to on question.,"Hollobone, Philip",Conservative Party,Department for Transport,1537,M,Kettering
Westminster Hall debates,683 cc117-1588WH,2020-11-04,Sexual Abuse and Exploitation,Motion that this House has considered the matter of sexual abuse and exploitation. Motion lapsed.,"Latham, Pauline",Conservative Party,"Foreign, Commonwealth and Development Office",4025,F,Mid Derbyshire
Westminster Hall debates,683 cc99-424WH,2020-11-03,Syria: Humanitarian Situation,Motion that this House has considered the humanitarian situation in Syria. Agreed to on question. Sitting adjourned without Question put.,"McGovern, Alison",Labour Party,"Foreign, Commonwealth and Development Office",4083,F,Wirral South
Westminster Hall debates,683 cc48-99WH,2020-11-03,Pothole and Highway Repairs,Motion that this House has considered pothole and highway repairs. Agreed to on question.,"Gullis, Jonathan",Conservative Party,Department for Transport,4814,M,Stoke-on-Trent North
Westminster Hall debates,683 cc865-48WH,2020-11-03,Government Response to Covid-19,Motion that this House has considered the effectiveness of the Government response to the covid-19 outbreak. Motion lapsed.,"Drax, Richard",Conservative Party,Treasury,4132,M,South Dorset
Westminster Hall debates,683 cc62-865WH,2020-11-03,Royal Mail: South-east London,Motion that this House has considered the Royal Mail service in south-east London. Agreed to on question.,"Hayes, Helen",Labour Party,"Department for Business, Energy and Industrial Strategy",4510,F,Dulwich and West Norwood
Westminster Hall debates,682 cc446-466WH,2020-10-21,External Private Contractors: Government Use and Employment,Motion that this House has considered Government use of external private contractors and effect on employment. Agreed to on question.,"Barker, Paula",Labour Party,Cabinet Office,4828,F,"Liverpool, Wavertree"
Westminster Hall debates,682 cc439-446WH,2020-10-21,Schools in Kent: Covid-19,Motion that this House has considered the effect of the covid-19 outbreak on schools in disadvantaged areas of Kent. Agreed to on question. Sitting suspended.,"Henderson, Gordon",Conservative Party,Department for Education,4050,M,Sittingbourne and Sheppey
Westminster Hall debates,682 cc413-439WH,2020-10-21,Support for People and Businesses in Wales: Covid-19,Motion that this House has considered support for people and businesses in Wales affected by the covid-19 outbreak. Agreed to on question.,"Evans, Chris",Labour Party; Cooperative Party,Wales Office,4040,M,Islwyn
Westminster Hall debates,682 cc145-413WH,2020-10-21,Right to Food in Legislation,Motion that this House has considered the right to food in legislation. Agreed to on question. Sitting suspended.,"Byrne, Ian",Labour Party,"Department for Environment, Food and Rural Affairs",4831,M,"Liverpool, West Derby"
Westminster Hall debates,682 cc381-145WH,2020-10-21,Persecution of Christians and Freedom of Religion or Belief,Motion that this House has considered progress on the Bishop of Truro's independent review on persecution of Christians and freedom of religion or belief. Motion lapsed. Sitting suspended.,"Chishti, Rehman",Conservative Party,"Foreign, Commonwealth and Development Office",3987,M,Gillingham and Rainham
Westminster Hall debates,682 cc361-380WH,2020-10-20,Colleges and Skills: Covid-19,"Motion, That this House has considered the role of colleges in a skills-led recovery from the covid-19 outbreak. Motion lapsed. Sitting adjourned without Question put.","Aldous, Peter",Conservative Party,Department for Education,4069,M,Waveney
Westminster Hall debates,682 cc354-361WH,2020-10-20,Historical Discrimination in Boxing,"Motion, That this House has considered historical discrimination in boxing. Agreed to on question.","Jones, Gerald",Labour Party,"Department for Digital, Culture, Media and Sport",4501,M,Merthyr Tydfil and Rhymney
Westminster Hall debates,682 cc328-354WH,2020-10-20,Local Clean Air Targets,"Motion, That this House has considered local clean air targets. Motion lapsed.","Smith, Jeff",Labour Party,"Department for Environment, Food and Rural Affairs",4456,M,"Manchester, Withington"
Westminster Hall debates,682 cc301-328WH,2020-10-20,Support for Children and Families: Covid-19,"Motion, That this House has considered support for children and families during the covid-19 outbreak. Agreed to on question.","Kruger, Danny",Conservative Party,Department for Education,4858,M,Devizes
Westminster Hall debates,682 cc194-212WH,2020-10-14,Productivity: Rural Areas,Motion that this House has considered productivity in rural areas. Agreed to on question.,"Mann, Scott",Conservative Party,Treasury,4496,M,North Cornwall
Westminster Hall debates,682 cc186-194WH,2020-10-14,Capital Infrastructure Projects: Bristol,Motion that this House has considered support for capital infrastructure projects in Bristol. Agreed to on question. Sitting suspended.,"McCarthy, Kerry",Labour Party,"Ministry of Housing, Communities and Local Government",1491,F,Bristol East
Westminster Hall debates,682 cc163-186WH,2020-10-14,Jet Zero Council,Motion that this House has considered the work of the Jet Zero Council. Agreed to on question. Sitting suspended.,"Selous, Andrew",Conservative Party,Department for Transport,1453,M,South West Bedfordshire
Westminster Hall debates,682 cc129-154WH,2020-10-14,Lord Chancellor’s Oath and the Rule of Law,Motion that this House has considered the Lord Chancellor’s oath and the rule of law. Motion lapsed. Sitting suspended.,"Cherry, Joanna",Scottish National Party,Ministry of Justice,4419,F,Edinburgh South West
Westminster Hall debates,682 cc154-162WH,2020-10-14,RAF Valley: Funding and Employment,Motion that this House has considered the future of funding and employment in RAF Valley. Agreed to on question. Sitting suspended.,"Crosbie, Virginia",Conservative Party,Ministry of Defence,4859,F,Ynys Môn
Westminster Hall debates,682 cc113-128WH,2020-10-13,Chinese and East Asian Communities: Racism during Covid-19,"Motion, That this House has considered Chinese and East Asian communities’ experience of racism during the covid-19 pandemic. Motion lapsed. Sitting adjourned without Question put.","Owen, Sarah",Labour Party,"Ministry of Housing, Communities and Local Government",4777,F,Luton North
Westminster Hall debates,682 cc104-113WH,2020-10-13,Equality Act 2010: Children from Disadvantaged Backgrounds,"Motion, That this House has considered ensuring that the Equality Act 2010 protects children from disadvantaged backgrounds. Agreed to on question.","Bradley, Ben",Conservative Party,Department for Education,4663,M,Mansfield
Westminster Hall debates,682 cc80-103WH,2020-10-13,RNLI and Independent Lifeboats: Covid-19,"Motion, That this House has considered the future of the RNLI and independent lifeboats after the covid-19 outbreak. Agreed to on question.","Mangnall, Anthony",Conservative Party,Department for Transport,4762,M,Totnes
Westminster Hall debates,682 cc74-80WH,2020-10-13,Fiscal Support for Events Industry: Covid-19,"Motion, That this House has considered fiscal support for the events industry during the covid-19 outbreak. Agreed to on question.","Thompson, Owen",Scottish National Party,Treasury,4482,M,Midlothian
Westminster Hall debates,681 cc225-240WH,2020-10-08,Mental Health Support: Frontline Staff,"Motion, That this House has considered mental health support for frontline staff. Sitting adjourned without Question put.","Cameron, Lisa",Scottish National Party,Department of Health and Social Care,4412,F,"East Kilbride, Strathaven and Lesmahagow"
Westminster Hall debates,681 cc201-225WH,2020-10-08,No Recourse to Public Funds,"Motion, That this House has considered No Recourse to Public Funds. Agreed to on question.","Timms, Stephen",Labour Party,Home Office,163,M,East Ham
Westminster Hall debates,681 cc181-1974WH,2020-10-07,Flooding: Staffordshire,Motion that this House has considered flooding in Staffordshire. Agreed to on question.,"Clarke, Theo",Conservative Party,"Department for Environment, Food and Rural Affairs",4819,F,Stafford
Westminster Hall debates,681 cc203-181WH,2020-10-07,Covid-19: Financial Implications for Schools,Motion that this House has considered the financial implications of covid-19 for schools. Motion lapsed.,"Thomas, Gareth (Harrow West)",Labour Party; Cooperative Party,Department for Education,177,M,Harrow West
Westminster Hall debates,681 cc1965-148WH,2020-10-07,Rule of Law,Motion that this House has considered the rule of law in the UK. Motion lapsed. Sitting suspended.,"Hanvey, Neale",Scottish National Party,Attorney General,4782,M,Kirkcaldy and Cowdenbeath
Westminster Hall debates,681 cc117-1965WH,2020-10-07,China: Labour Programme in Tibet,Motion that this House has considered reports of China's rapid expansion of the labour programme in Tibet co-published by the Inter-Parliamentary Alliance on China. Agreed to on question.,"Duncan Smith, Iain",Conservative Party,Foreign and Commonwealth Office,152,M,Chingford and Woodford Green
Westminster Hall debates,681 cc2315-2329WH,2020-10-06,Alternative Fuelled Vehicles: Energy Provision,"Motion, That this House has considered energy provision and alternative-fuelled vehicles. Motion lapsed. Sitting adjourned without Question put.","Western, Matt",Labour Party,"Department for Business, Energy and Industrial Strategy",4617,M,Warwick and Leamington
Westminster Hall debates,681 cc89-2315WH,2020-10-06,IHRA Definition of Antisemitism: Universities,"Motion, That this House has considered the adoption by universities of the IHRA definition of anti-Semitism. Agreed to on question.","Wakeford, Christian",Conservative Party,Department for Education,4871,M,Bury South
Westminster Hall debates,681 cc1170-89WH,2020-10-06,Cultural Attractions: Contribution to Local Economy,"Motion, That this House has considered the contribution of theatres, live music venues and other cultural attractions to the local economy. Motion lapsed.","Aiken, Nickie",Conservative Party,"Department for Digital, Culture, Media and Sport",4741,F,Cities of London and Westminster
Westminster Hall debates,681 cc49-1170WH,2020-10-06,Gang-associated Girls,"Motion, That this House has considered gang-associated girls. Agreed to on question.","Eshalomi, Florence",Labour Party; Cooperative Party,Home Office,4870,F,Vauxhall
Westminster Hall debates,673 cc370-1580WH,2020-03-18,Bank Branch Closures,Motion that this House has considered bank branch closures. Motion lapsed and sitting adjourned without Question put.,"Thompson, Owen",Scottish National Party,Treasury,4482,M,Midlothian
Westminster Hall debates,673 cc1557-370WH,2020-03-18,Organised Crime in Rural Areas,Motion that this House has considered organised crime in rural areas. Agreed to on question.,"Kearns, Alicia",Conservative Party,Home Office,4805,F,Rutland and Melton
Westminster Hall debates,673 cc344-1557WH,2020-03-18,Greater Manchester Spatial Framework and the Green Belt,Motion that this House has considered the Greater Manchester spatial framework and the green belt. Agreed to on question.,"Daly, James",Conservative Party,"Ministry of Housing, Communities and Local Government",4854,M,Bury North
Westminster Hall debates,673 cc338-344WH,2020-03-18,Supermarkets’ Role in Tackling Childhood Obesity,Motion that this House has considered the role of supermarkets in tackling childhood obesity. Agreed to on question.,"McCabe, Steve",Labour Party,Department of Health and Social Care,298,M,"Birmingham, Selly Oak"
Westminster Hall debates,673 cc313-338WH,2020-03-18,Prison Staff: Health and Safety,Motion that this House has considered health and safety of prison staff. Agreed to on question.,"MacAskill, Kenny",Scottish National Party,Ministry of Justice,4772,M,East Lothian
Westminster Hall debates,673 cc283-254WH,2020-03-17,Football Attendances: VAR,"Motion, That this House has considered VAR and its effect on football attendances. Agreed to on question.","Perkins, Toby",Labour Party,"Department for Digital, Culture, Media and Sport",3952,M,Chesterfield
Westminster Hall debates,673 cc254-305WH,2020-03-17,Private Rented Sector,"Motion, That this House has considered the private rented sector. Agreed to on question.","Siddiq, Tulip",Labour Party,"Ministry of Housing, Communities and Local Government",4518,F,Hampstead and Kilburn
Westminster Hall debates,673 cc305-312WH,2020-03-17,Surrey: M25 Noise Pollution,That this House has considered M25 noise pollution in Surrey. Sitting suspended without Question put.,"Lord, Jonathan",Conservative Party,Department for Transport,4090,M,Woking
Westminster Hall debates,673 cc252-283WH,2020-03-17,Lea Castle Farm Quarry,"Motion, That this House has considered Lea Castle Farm Quarry. Agreed to on question.","Garnier, Mark",Conservative Party,"Ministry of Housing, Communities and Local Government",4074,M,Wyre Forest
Westminster Hall debates,673 cc255-2WH,2020-03-17,Alcohol Harm,"Motion, That this House has considered the matter of tackling alcohol harm. Agreed to on question.","Bruce, Fiona",Conservative Party,Department of Health and Social Care,3958,F,Congleton
Westminster Hall debates,673 cc160-176WH,2020-03-11,Women in the Commonwealth: Trade and Investment,Motion that this House has considered trade and investment opportunities for women in the Commonwealth. Agreed to on question.,"Clarke, Theo",Conservative Party,Department for International Trade,4819,F,Stafford
Westminster Hall debates,673 cc152-160WH,2020-03-11,River Severn Flooding,Motion that this House has considered the flooding of the River Severn. Agreed to on question.,"Kawczynski, Daniel",Conservative Party,"Department for Environment, Food and Rural Affairs",1566,M,Shrewsbury and Atcham
Westminster Hall debates,673 cc129-152WH,2020-03-11,China’s Policy on its Uighur Population,Motion that this House has considered China's policy on its Uighur population. Agreed to on question.,"Pritchard, Mark",Conservative Party,Foreign and Commonwealth Office,1576,M,The Wrekin
Westminster Hall debates,673 cc120-9WH,2020-03-11,Mental Health of Veterans,Motion that this House has considered the mental health of veterans. Agreed to on question.,"Stone, Jamie",Liberal Democrats,Ministry of Defence,4612,M,"Caithness, Sutherland and Easter Ross"
Westminster Hall debates,673 cc99-120WH,2020-03-11,Trade Deals and Fair Trade,Motion that this House has considered trade deals and fair trade. Motion lapsed.,"Davies, Geraint",Labour Party; Cooperative Party,Department for International Trade,155,M,Swansea West
Westminster Hall debates,673 cc1830-1845WH,2020-03-10,British Steel Industry,"Motion, That this House has considered the future of the British steel industry. Sitting adjourned without Question put.","Kinnock, Stephen",Labour Party,"Department for Business, Energy and Industrial Strategy",4359,M,Aberavon
Westminster Hall debates,673 cc76-1830WH,2020-03-10,Early Years Education: Equality of Attainment,"Motion, That this House has considered the effect of early years education on equality of attainment. Agreed to on question.","Norris, Alex",Labour Party; Cooperative Party,Department for Education,4641,M,Nottingham North
Westminster Hall debates,673 cc51-76WH,2020-03-10,Palestinian School Curriculum: Radicalisation,"Motion, That this House has considered radicalisation in the Palestinian school curriculum. Agreed to on question.","Gullis, Jonathan",Conservative Party,Foreign and Commonwealth Office,4814,M,Stoke-on-Trent North
Westminster Hall debates,673 cc153-51WH,2020-03-10,Political Neutrality in Schools,"Motion, That this House has considered political neutrality in schools. Agreed to on question.","Fysh, Marcus",Conservative Party,Department for Education,4446,M,Yeovil
Westminster Hall debates,673 cc21-153WH,2020-03-10,Post Office Network,"Motion, That this House has considered the post office network. Agreed to on question.","Fellows, Marion",Scottish National Party,"Department for Business, Energy and Industrial Strategy",4440,F,Motherwell and Wishaw
Westminster Hall debates,672 cc1007-1010WH,2020-03-05,Eating Disorders Awareness Week,"Motion, That this House has considered Eating Disorders Awareness Week 2020. Sitting adjourned without Question put.","Howarth, George",Labour Party,Department of Health and Social Care,481,M,Knowsley
Westminster Hall debates,672 cc357-1007WH,2020-03-05,Post Office and Horizon Software,"Motion, That this House has considered the Criminal Cases review Commission's process for review of convictions relating to the Post Office and Horizon accounting system. Motion lapsed.","Allan, Lucy",Conservative Party,"Department for Business, Energy and Industrial Strategy",4411,F,Telford
Westminster Hall debates,672 cc340-356WH,2020-03-04,VAT (Listed Properties),Motion that this House has considered VAT on listed properties. Agreed to on question.,"Mackinlay, Craig",Conservative Party,Treasury,4529,M,South Thanet
Westminster Hall debates,672 cc806-340WH,2020-03-04,Mount Vernon Cancer Centre,Motion that this House has considered the future of Mount Vernon Cancer Centre. Agreed to on question.,"Thomas, Gareth (Harrow West)",Labour Party; Cooperative Party,Department of Health and Social Care,177,M,Harrow West
Westminster Hall debates,672 cc307-806WH,2020-03-04,Asylum Decisions (Support for Refugees),Motion that this House has considered support for refugees after receiving an asylum decision. Agreed to on question.,"Debbonaire, Thangam",Labour Party,Home Office,4433,F,Bristol West
Westminster Hall debates,672 cc805-307WH,2020-03-04,Sports Coaches (Positions of Trust),Motion that this House has considered positions of trust and sports coaches. Agreed to on question.,"Crouch, Tracey",Conservative Party,Ministry of Justice,3950,F,Chatham and Aylesford
Westminster Hall debates,672 cc273-805WH,2020-03-04,Huawei and 5G,Motion that this House has considered the security implications of including Huawei in 5G. Motion lapsed.,"Duncan Smith, Iain",Conservative Party,"Department for Digital, Culture, Media and Sport",152,M,Chingford and Woodford Green
Westminster Hall debates,672 cc256-271WH,2020-03-03,Children and Domestic Abuse,Motion that this House has considered children and domestic abuse. Agreed to on question.,"Twist, Liz",Labour Party,Home Office,4618,F,Blaydon
Westminster Hall debates,672 cc249-256WH,2020-03-03,Innovation in the NHS,Motion that this House has considered innovation in the NHS. Agreed to on question.,"Green, Chris",Conservative Party,Department of Health and Social Care,4398,M,Bolton West
Westminster Hall debates,672 cc221-249WH,2020-03-03,Housing and Planning,Motion that this House has considered housing and planning. Motion lapsed.,"O'Brien, Neil",Conservative Party,"Ministry of Housing, Communities and Local Government",4679,M,Harborough
Westminster Hall debates,672 cc214-221WH,2020-03-03,Hammersmith Bridge,Motion that this House has considered a proposal for Government funding for the repair of Hammersmith Bridge. Agreed to on question.,"Slaughter, Andy",Labour Party,Department for Transport,1516,M,Hammersmith
Westminster Hall debates,672 cc193-214WH,2020-03-03,Nursing Workforce Shortage: England,Motion that this House has considered the nursing workforce shortage in England. Agreed to on question.,"Yasin, Mohammad",Labour Party,Department of Health and Social Care,4598,M,Bedford
Westminster Hall debates,672 cc171-192WH,2020-02-27,Construction Industry: Cash Retentions,Motion that this House has considered the use of cash retention in the construction industry. Agreed to on question.,"Brown, Alan",Scottish National Party,"Department for Business, Energy and Industrial Strategy",4470,M,Kilmarnock and Loudoun
Westminster Hall debates,672 cc163-171WH,2020-02-27,School Admissions Process,Motion that this House has considered the effectiveness of the school admissions process. Agreed to on question.,"Osamor, Kate",Labour Party; Cooperative Party,Department for Education,4515,F,Edmonton
Westminster Hall debates,672 cc138-147WH,2020-02-26,Cawdor Barracks,"Motion that this House has considered the future of Cawdor Barracks, Brawdy. Agreed to on question.","Crabb, Stephen",Conservative Party,Ministry of Defence,1554,M,Preseli Pembrokeshire
Westminster Hall debates,672 cc147-162WH,2020-02-26,UK Chemical Industry: Regulatory Divergence,Motion that this House has considered regulatory divergence in the UK chemical industry. Agreed to on question.,"Esterson, Bill",Labour Party,"Department for Environment, Food and Rural Affairs",4061,M,Sefton Central
Westminster Hall debates,672 cc117-138WH,2020-02-26,Energy Efficiency Measures: Net Zero Buildings,Motion that this House has considered energy efficiency measures in buildings to achieve net zero. Motion lapsed.,"Dunne, Philip",Conservative Party,"Department for Environment, Food and Rural Affairs",1542,M,Ludlow
Westminster Hall debates,672 cc108-117WH,2020-02-26,Government Support for Business,Motion that this House has considered Government support for business. Agreed to on question.,"Griffith, Andrew",Conservative Party,"Department for Business, Energy and Industrial Strategy",4874,M,Arundel and South Downs
Westminster Hall debates,672 cc83-108WH,2020-02-26,School Exclusions,Motion that this House has considered school exclusions. Motion lapsed.,"Jones, Sarah",Labour Party,Department for Education,4631,F,Croydon Central
Westminster Hall debates,672 cc361-190WH,2020-02-25,UK Armed Forces: Wales’s Contribution,Motion that this House has considered Wales's contribution to the UK armed forces. Motion lapsed and sitting suspended without question put.,"Jones, Fay",Conservative Party,Ministry of Defence,4763,F,Brecon and Radnorshire
Westminster Hall debates,672 cc55-361WH,2020-02-25,Landfill Sites: Odour,Motion that this House has considered odour emanating from landfill sites. Agreed to on question.,"Bell, Aaron",Conservative Party,"Department for Environment, Food and Rural Affairs",4837,M,Newcastle-under-Lyme
Westminster Hall debates,672 cc30-55WH,2020-02-25,Equality of Funding: Post-16 Education,Motion that this House has considered equality of funding for post-16 education. Agreed to on question.,"Russell-Moyle, Lloyd",Labour Party; Cooperative Party,Department for Education,4615,M,"Brighton, Kemptown"
Westminster Hall debates,672 cc353-30WH,2020-02-25,Special Educational Needs: Isle of Wight,Motion that this House has considered special educational needs on the Isle of Wight. Agreed to on question.,"Seely, Bob",Conservative Party,Department for Education,4681,M,Isle of Wight
Westminster Hall debates,672 cc1-353WH,2020-02-25,UK Oil and Gas Industry,Motion that this House has considered the UK oil and gas industry. Agreed to on question.,"Bowie, Andrew",Conservative Party,"Department for Business, Energy and Industrial Strategy",4601,M,West Aberdeenshire and Kincardine
Westminster Hall debates,671 cc392-406WH,2020-02-13,Office Block Conversions: Essex,Motion that this House has considered permitted development rights for office block conversion in Essex. Agreed to on question.,"Halfon, Robert",Conservative Party,"Ministry of Housing, Communities and Local Government",3985,M,Harlow
Westminster Hall debates,671 cc375-392WH,2020-02-13,Apprenticeships: SMEs,Motion that this House has considered apprenticeships in small and medium-sized enterprises. Agreed to on question.,"Dhesi, Tanmanjeet Singh",Labour Party,Department for Education,4638,M,Slough
Westminster Hall debates,671 cc356-374WH,2020-02-12,Social Mobility,Motion that this House has considered social mobility. Agreed to on question.,"Evennett, David",Conservative Party,Department for Education,1198,M,Bexleyheath and Crayford
Westminster Hall debates,671 cc348-356WH,2020-02-12,Support for Hill Farmers,Motion that this House has considered support for hill farmers. Motion lapsed.,"Farron, Tim",Liberal Democrats,"Department for Environment, Food and Rural Affairs",1591,M,Westmorland and Lonsdale
Westminster Hall debates,671 cc321-348WH,2020-02-12,Leaseholders and Cladding,Motion that this House has considered leaseholders and cladding. Motion lapsed.,"Benn, Hilary",Labour Party,"Ministry of Housing, Communities and Local Government",413,M,Leeds Central
Westminster Hall debates,671 cc311-321WH,2020-02-12,Education and Attainment of White Working-Class Boys,Motion that this House has considered education and attainment for white working-class boys. Agreed to on question.,"Bradley, Ben",Conservative Party,Department for Education,4663,M,Mansfield
Westminster Hall debates,671 cc287-311WH,2020-02-12,UK Fisheries,Motion that this House has considered the future of UK fisheries. Motion lapsed.,"Murray, Sheryll",Conservative Party,"Department for Environment, Food and Rural Affairs",4100,F,South East Cornwall
Westminster Hall debates,671 cc269-286WH,2020-02-11,Retail Workers: Protection,Motion that this House has considered protection of retail workers. Agreed to on question.,"Amesbury, Mike",Labour Party,Home Office,4667,M,Weaver Vale
Westminster Hall debates,671 cc1005-269WH,2020-02-11,Hinckley National Rail Freight Interchange,Motion that this House has considered the proposal for the Hinckley national rail freight interchange in South Leicestershire. Agreed to on question.,"Costa, Alberto",Conservative Party,"Ministry of Housing, Communities and Local Government",4439,M,South Leicestershire
Westminster Hall debates,671 cc236-1005WH,2020-02-11,Apprenticeship Levy,Motion that this House has considered the effectiveness of the apprenticeship levy. Agreed to on question.,"Graham, Richard",Conservative Party,Department for Education,3990,M,Gloucester
Westminster Hall debates,671 cc227-236WH,2020-02-11,Consumer Rights Act 2015 and Consumer Ombudsman Scheme,Motion that this House has considered the Consumer Rights Act 2015 and the Consumer Ombudsman Scheme. Agreed to on question.,"Day, Martyn",Scottish National Party,"Department for Business, Energy and Industrial Strategy",4488,M,Linlithgow and East Falkirk
